,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagsCount,likeRatio,commentRatio,titleLength
53,BBwULYIOkfk,Science ABC,What is Blackbody Radiation: Explained in Simple Terms,"A black body is a theoretical or imaginary object that perfectly absorbs all incoming electromagnetic radiation, and also emits radiation, like heat and visible light, based on its temperature. A black body is considered theoretical because no object can be a perfect absorber of electromagnetic radiation. Think of it this way: when you heat an iron rod, it becomes extremely hot, and its color changes to dull red, followed by bright red, orange and then yellow. This is a good example of how black body radiation works. 

In this video, you will learn about blackbody radiation, the blackbody radiation curve and how it helps to understand electromagnetic radiation and celestial bodies.

#BlackBodyRadiation #ElectromagneticRadiation #TemperatureMatters #EnergyEmission #WavelengthsExplained #VisibleLightInsights #HeatPhysics #CelestialRadiation #InfraredSpectrum #ColorTransformation #SolarRadiation #StellarProperties #UniverseInvestigation

References:
https://arxiv.org/abs/2208.06470v1
https://wpsites.ucalgary.ca/chem-textbook/chapter-6-main/blackbody-radiation-and-the-ultraviolet-catastrophe/
https://pubs.aip.org/aapt/ajp/article/86/7/495/1056887/Blackbody-radiation-in-classical-physics-A
https://astronomy.swin.edu.au/cosmos/b/blackbody+radiation 
https://www.astronomy.ohio-state.edu/ryden.1/ast162_9/notes39.html
http://hyperphysics.phy-astr.gsu.edu/hbase/mod6.html
https://www.britannica.com/science/X-ray/Production-and-detection-of-X-rays
https://pubs.rsc.org/en/content/articlelanding/2002/JM/B204483H
https://pubs.acs.org/doi/10.1021/acsanm.9b01950
https://www.pnas.org/doi/full/10.1073/pnas.0900155106
http://www.ccpo.odu.edu/SEES/ozone/class/Chap_4/4_6.htm

Original Article Link: https://www.scienceabc.com/pure-sciences/what-is-blackbody-radiation.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow us on Instagram!
https://www.instagram.com/scienceabcofficial/ 

Follow us on LinkedIn!
https://www.linkedin.com/company/scienceabc

Follow our Website!
https://www.scienceabc.com","['black body radiation', 'electromagnetic radiation', 'temperature', 'energy', 'wavelengths', 'visible light', 'black body', 'heat', 'intensity', 'celestial body', 'radiation curve', 'infrared', 'iron rod', 'colors', 'sun', 'stars', 'planets', 'physical properties', 'universe', 'science', 'curiosity', 'animation']",2023-06-26 10:45:01+00:00,43253,809,,17,PT4M1S,hd,true,Monday,0 days 00:04:01,22,18.70390493144984,0.3930363211800338,54
54,t15u3BDiKcw,Science ABC,Insect Evolution and Oxygen: Exploring the Impact on Size,"In this captivating video, we delve into the fascinating relationship between oxygen levels and insect sizes. Join us as we explore the evolutionary impact of oxygen on ancient insects and uncover the limitations it imposes on their growth. Did you know that 300 million years ago, insects were as large as eagles and puppies due to higher oxygen levels? Discover how oxygen influences insect respiration, and why their unique breathing mechanism sets size constraints. From the tracheal system to spiracles, we unravel the intricate science behind insect respiration. Dive into this captivating exploration of nature's secrets and gain a deeper understanding of how oxygen shapes the world of insects. Don't miss out on this enlightening journey into the past and present! #OxygenAndInsects #InsectEvolution #NatureScience","['oxygen levels', 'insect sizes', 'ancient insects', 'oxygen impact', 'insect evolution', 'size limitations', 'oxygen influence', 'insect respiration', 'breathing mechanism', 'tracheal system', 'spiracles', ""nature's secrets"", 'past and present', 'insect growth', 'higher oxygen levels', 'ancient giants']",2023-06-23 10:45:04+00:00,4038,185,,4,PT1M,hd,true,Friday,0 days 00:01:00,16,45.814759782070325,0.9905894006934125,57
55,IUrX6YYaD8c,Science ABC,Nuclear Reactors Explained: How Graphite and Uranium Power the Future,"Take a fascinating journey into the heart of RBMK reactors, the powerhouse of nuclear energy. Join us as we explore the intricate workings of these water-cooled reactors, fueled by radioactive uranium and moderated by graphite to control neutron speed.

Discover the delicate balance between graphite moderation and reactivity enhancement, as we delve into the six major components that make up an RBMK reactor: fuel rods, control rods, graphite moderator, pressure tubes, steam generators, and concrete shielding.

Learn how uranium fuel initiates the incredible process of nuclear fission, generating intense heat within the core. Witness the pumping of pressurized water, absorbing the heat and transforming into steam. Finally, marvel at the turbines converting steam into electricity, fueling our homes and industries.

Uncover the remarkable science behind RBMK reactors, their role in energy generation, and the importance of maintaining safety and control. Join us on this captivating exploration of nuclear power and its impact on our modern world.

Don't miss out on this enlightening video that unveils the hidden secrets of RBMK reactors and the science that powers our lives.

#RBMKReactors #NuclearEnergy #GraphiteModeration #UraniumFuel #NuclearFission #SteamGeneration #EnergyGeneration #SafetyAndControl #PoweringTheWorld #ScienceExploration","['Nuclear energy', 'RBMK reactors', 'uranium fuel', 'graphite moderation', 'nuclear fission', 'steam generation', 'energy generation', 'safety and control', 'pressurized water', 'fuel rods']",2023-06-21 10:45:01+00:00,21952,908,,15,PT49S,hd,true,Wednesday,0 days 00:00:49,10,41.362973760932945,0.6833090379008746,69
56,0RNziU5YqfY,Science ABC,"Understanding Insect Exoskeletons: Structure, Growth, and Survival Mechanisms","Explore the captivating realm of insect exoskeletons in this fascinating video! Discover how insects, spiders, and scorpions rely on their external skeletons, known as exoskeletons, for protection and survival. From the durable chitin substance that forms their armor-like shells to the unique molting process they undergo to accommodate growth, these remarkable creatures showcase nature's ingenious adaptations. Join us as we delve into the intricate world of insect exoskeletons and uncover the delicate balance between vulnerability and resilience.

Learn about the structure, function, and advantages of exoskeletons in insects and arthropods.
Understand how the direct attachment of muscles to the exoskeleton enables delicate organs to function optimally.
Explore the growth process of insects, where molting into larger exoskeletons is essential for their development.
Discover how exoskeletons provide a protective shield against predators, while also posing challenges during molting.

Don't miss this enthralling journey into the wonders of insect exoskeletons! Watch the full video now and join the conversation in the comments below.

#InsectExoskeletons #NatureAdaptations #MoltingMechanism #SurvivalStrategies #InsectArmor #ArthropodAnatomy #NatureWonders #WildlifeExploration","['exoskeletons', 'insects', 'arthropods', 'titan', 'internal skeletons', 'birds', 'reptiles', 'mammals', 'muscles', 'cells', 'protection', 'delicate organs', 'growth', 'molting', 'wardrobe chain', 'predators']",2023-06-19 10:45:00+00:00,4405,185,,3,PT58S,hd,true,Monday,0 days 00:00:58,16,41.99772985244041,0.681044267877412,77
57,YL-sG_S0RH4,Science ABC,The Hypothalamus Demystified: Control Center of the Body,"Embark on a fascinating journey into the realm of the hypothalamus, the vital link between our brain and body. Join us as we unravel the mysteries of this remarkable region and its profound impact on our overall well-being.

Discover how the hypothalamus releases its own hormones while controlling other glands, bringing about crucial changes in our bodies. Explore its pivotal role in maintaining homeostasis, regulating sleep-wake cycles, body temperature, and hunger. Learn how it facilitates the transmission of emotions, allowing our bodies to experience what our brains feel.

Take a closer look at the incredible response mechanism of the hypothalamus. Witness how it receives signals from the amygdala, triggering the fear response or the famous fight-or-flight reaction. Experience the adrenaline rush and understand why the hypothalamus is rightly called the master regulator of the endocrine system.

In this captivating video, we bridge the gap between neuroscience and everyday experiences, unraveling the intricate workings of the hypothalamus. Delve into the depths of this brain-body connection and gain a deeper appreciation for its influence on our physical and emotional well-being.

Prepare to be amazed by the wonders of the hypothalamus as we explore the convergence of science, emotions, and our complex human experience.

#Hypothalamus #BrainBodyConnection #Homeostasis #EmotionalResponse #EndocrineSystem #Neuroscience #Wellbeing #SleepWakeCycle #FightOrFlight #ScienceExploration","['Hypothalamus', 'brain-body connection', 'homeostasis', 'regulation', 'sleep-wake cycle', 'body temperature', 'hunger', 'emotions', 'fear response', 'fight-or-flight', 'endocrine system', 'hormones']",2023-06-15 10:45:01+00:00,17036,783,,5,PT46S,hd,true,Thursday,0 days 00:00:46,12,45.96149330828833,0.29349612585113877,56
58,1GHUfGtZ0_g,Science ABC,Here's Why the Underwater Remains of RMS Titanic are Becoming Smaller Everyday,"The RMS Titanic is disappearing. In 20-30 years, the wreck of RMS Titanic might not exist. The so-called “unsinkable” ship sank in 1912, and now, over a hundred years later, due to iron loving microbes eating the ship.

#titanic #ship #science 

References:
http://web.archive.org/web/20180624231626/https://news.nationalgeographic.com/news/2010/08/100818-titanic-3-d-expedition-shipwreck-science-collapsing/
http://web.archive.org/web/20180927212744/http://www.dbi.ca/Ocean/Titanic/Bioarch.html 
https://www.whoi.edu/know-your-ocean/ocean-topics/ocean-human-lives/underwater-archaeology/rms-titanic/ships-technology-used-during-the-titanic-expeditions/
https://www.whoi.edu/know-your-ocean/ocean-topics/ocean-human-lives/underwater-archaeology/rms-titanic/ships-technology-used-during-the-titanic-expeditions/
https://link.springer.com/article/10.1007/s10761-008-0045-y


If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 

https://www.youtube.com/channel/UCcN3...

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow us on Instagram!
https://www.instagram.com/scienceabco... 

Follow us on LinkedIn!
https://www.linkedin.com/company/scie...

Follow our Website!
https://www.scienceabc.com","['science', 'curiosity', 'animation', 'titanic', 'rms titanic', 'why is rms titanic disappearing', 'titanic sinking', 'Halomonas titanicae', 'titanic bacteria', 'titanic molluscs', 'titanic microorganisms', 'titanic rusticle', 'titanic rust', 'titanic disappearing']",2023-06-13 10:45:00+00:00,5889,126,,11,PT3M27S,hd,true,Tuesday,0 days 00:03:27,14,21.395822720326034,1.8678892851078281,78
59,o2-IMYYZusg,Science ABC,Quantum Superposition Demystified by Schrödinger’s Cat,"In this captivating video, we dive into the intriguing world of Schrödinger's cat and the mind-boggling concept of superposition. Join us as we unravel the famous thought experiment devised by Austrian Irish physicist, Erwin Schrödinger. Discover how a radioactive substance, a Geiger counter, and a vial of poison come together inside an opaque box, blurring the line between life and death for a feline companion.

Learn about the randomness of the decay process, which leaves us unable to predict when the cat's fate will be sealed. Explore the notion of superposition, where the cat exists in a paradoxical state of being both alive and dead simultaneously, until the box is opened.

Join us on this journey of quantum uncertainty and the philosophical implications it poses. Gain a deeper understanding of the fundamental principles of quantum mechanics and how they challenge our intuitive understanding of reality.

Don't miss out on this mind-expanding exploration of Schrödinger's Cat and its profound impact on our understanding of the quantum world. Prepare to have your perception of reality turned upside down as we delve into the mysteries of quantum superposition.

#SchrödingersCat #QuantumParadox #Superposition #DecayProcess #AliveAndDead #QuantumWorld #ThoughtExperiment #Uncertainty #QuantumMechanics #RealityVersusPerception","[""Schrodinger's cat"", 'thought experiment', 'superposition', 'decay', 'radioactive substance', 'random process', 'alive and dead', 'cat', 'opaque box', 'poison', 'Geiger counter', ""Schrödinger's cat""]",2023-06-12 10:45:02+00:00,4822,194,,3,PT44S,hd,true,Monday,0 days 00:00:44,12,40.232268768146,0.6221484861053506,54
60,mOM8tAasjcI,Science ABC,Anaerobic Respiration: How Some Bacteria Thrive without Oxygen,"In this informative video, we delve into the fascinating world of cellular energy production. Join us as we explore the process of ATP generation, the vital molecule that fuels various organisms, including animals, plants, and bacteria. Discover how these organisms utilize food and oxygen to generate ATP, along with the byproducts of carbon dioxide and water. Additionally, learn about the intriguing phenomenon of anaerobic respiration, where certain bacteria can produce ATP without the need for oxygen. Get ready to unravel the secrets of energy metabolism and gain a deeper understanding of the fundamental processes that keep living organisms thriving.

#CellularEnergy #ATPProduction #AnaerobicRespiration #EnergyMetabolism #OrganismEnergy #Oxygenation #BacteriaLife #ScienceExplained #Biology101 #FascinatingFacts","['anaerobic respiration', 'ATP', 'energy generation', 'organisms', 'oxygen', 'food', 'carbon dioxide', 'water', 'bacteria', 'plants']",2023-06-09 10:45:01+00:00,21886,633,,15,PT24S,hd,true,Friday,0 days 00:00:24,10,28.922598921685097,0.6853696426939596,62
61,Y-Qv65db-vY,Science ABC,Downsizing the Solar System: Miniature Planets in a Ruler-Sized Sun,"Imagine if the sun, with its colossal size, was scaled down to a mere 30 centimeters - the length of an average ruler. In this captivating exploration, witness the astonishing proportions of our neighboring planets. Mercury, Venus, Earth, and Mars shrink down to millimeters in width, akin to tiny dots compared to a four-notebook paper-sized sun. Prepare to be amazed as we unveil the mind-blowing scale of our celestial neighborhood. Join us for an adventure that will leave you in awe of the vastness of space! #SolarSystemScale #MiniaturePlanets #AstroExploration","['sun', 'solar system', 'scale', 'planets', 'miniature', 'size comparison', 'ruler', 'Mercury', 'Venus', 'Earth', 'Mars', 'millimeters', 'four-notebook paper', 'celestial', 'space exploration']",2023-06-07 10:45:01+00:00,1614,49,,2,PT25S,hd,true,Wednesday,0 days 00:00:25,15,30.359355638166047,1.2391573729863692,67
62,q-snTq0EbJo,Science ABC,ATP (Adenosine Triphosphate) - The Energy Currency of Cells Explained,"In this educational exploration, we unravel the mysteries of Adenosine Triphosphate (ATP) and Adenosine Diphosphate (ADP), the very ""currency"" that powers our cells. Witness the fascinating chemistry behind ATP's energy storage and the electrostatic repulsion that drives its release. Discover how cells utilize this energy to perform essential tasks and how ADP is recycled to generate more ATP. Join us on this scientific journey to unravel the inner workings of our cellular powerhouses!  #CellularEnergyExplained #ATPandADP #sciencevideo","['ATP', 'ADP', 'cellular energy', 'phosphates', 'energy currency', 'cell work', 'enzyme', 'electrostatic repulsion', 'recycling', 'chemistry', 'biology']",2023-06-05 10:45:03+00:00,23253,927,,9,PT50S,hd,true,Monday,0 days 00:00:50,11,39.865823764675525,0.38704683266675266,69
63,6QUI_qIwjBM,Science ABC,Quantum Tunneling: Defying the Laws of Energy Barriers,"In this mind-bending video, we delve into the fascinating world of quantum physics and uncover the phenomenon known as quantum tunneling. Imagine standing in front of an impenetrable wall, surrounded by deadly alligators, with no energy to climb or make a hole. In the macroscopic world, reaching the other side seems impossible. But in the quantum realm, particles can defy energy barriers and pass through without sufficient energy. Join us on this journey as we explore the intriguing concept of quantum tunneling and its crucial role in nuclear fusion, the powerhouse behind star energy production.

#QuantumTunneling #QuantumPhysics #BreakingBarriers #QuantumMechanics #NuclearFusion #EnergyProduction #QuantumWorld #ScienceExplained #PhysicsWonders #UnleashingPotential #MindBlowingScience","['quantum tunneling', 'energy barrier', 'quantum physics', 'nuclear fusion', 'macroscopic world', 'quantum mechanics', 'particle behavior', 'quantum realm', 'star energy production', 'scientific phenomena']",2023-06-02 10:45:01+00:00,5668,241,,3,PT38S,hd,true,Friday,0 days 00:00:38,10,42.51940719830628,0.529287226534933,54
64,J_exsNPKXrc,Science ABC,Demystifying Hormones: The Reality Behind Gender Hormones,"In this eye-opening video, we debunk the myth that certain hormones are exclusive to either males or females. Discover the truth about estrogen, progesterone, and testosterone and how every human has all three of these hormones. The real difference lies in the levels of these hormones between the average male and female bodies. Join us as we dive deep into the science of hormones and break down the misconceptions surrounding gender and hormones.

#HormonesUnveiled #GenderMythsBusted #HormonalBalance #ScienceOfHormones #GenderAndHormones #BreakingStereotypes #HormonalDifferences #GenderScience #DebunkingMyths #UnderstandingHormones","['gender hormones', 'hormone myth', 'hormone levels', 'estrogen', 'progesterone', 'testosterone', 'male and female bodies', 'debunking stereotypes', 'hormonal balance', 'gender science', 'hormone misconceptions']",2023-05-31 10:45:00+00:00,3329,91,,10,PT25S,hd,true,Wednesday,0 days 00:00:25,11,27.335536197056175,3.0039050765995796,57
65,jH4bp1g_44M,Science ABC,Why Bombs Make a Whistling Sound When They Fall Through the Air,"You may have noticed in movies and tv shows that when a bomb falls through the sky, it makes a whistling sound. This has to do with the fighter planes and bomber planes of world war 2. During the second world war, German air force equipped their bombs with special whistles to demoralize their enemy and strike fear into the hearts of the people on the ground. The strange sound of the whistle can also be attributed to the Doppler effect. In addition to the whistling bombs, Germans also had a special equipment called Jericho’s trumpet installed above the landing gear of their Junkers Ju 87 bomber planes (also called Stuka dive bombers). 

#WW2PsychologicalWarfare #DopplerEffect #RememberingHistory

References:
https://vibrationdata.com/Newsletters/January2006_NL.pdf
https://www.towson.edu/cla/departments/history/resources/tjhsvolume-17-2020.pdf#page=8
https://books.google.ca/books?hl=en&lr=&id=ayoncdaxYkQC&oi=fnd&pg=PA7&dq=jericho+trumpet+junkers+ju+87&ots=rTLOgjNuPQ&sig=ZnzyVqZed3iLa08HGzApgCDxeMM#v=onepage&q=jericho%20trumpet%20junkers%20ju%2087&f=false
https://books.google.ca/books?hl=en&lr=&id=nVqaBgAAQBAJ&oi=fnd&pg=PT7&dq=jericho+trumpet+junkers+ju+87&ots=TE0831_yzm&sig=saMnrTXGgEtHCkQCD6bZMGGTrgA#v=onepage&q&f=false


Original Article Link:
https://www.scienceabc.com/eyeopeners/why-do-bombs-make-a-whistling-sound-when-they-fall.html

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc

Follow us on Instagram!
https://www.instagram.com/scienceabcofficial/ 

Follow us on LinkedIn!
https://www.linkedin.com/company/scienceabc

Follow our Website!
https://www.scienceabc.com","['World War 2', 'bomb whistle', 'purpose', 'Luftwaffe', 'bombing campaigns', 'Doppler effect', 'psychological warfare', 'Stuka dive bomber', 'fear', 'panic', 'enemy', 'general public', 'high-pitched sound', 'less sharp', 'pilot', 'whistles', 'movies', 'TV shows', 'Second World War', 'misconception', 'Allied countries', 'Britain', 'France', 'pop culture', 'Austrian physicist', 'Christian Doppler', 'ambulance siren', 'pitch', 'shrill', 'troops', 'civilians', 'historians', 'wailing sound', 'fans', 'airframe', 'screech', ""Jericho's trumpet"", 'effectiveness']",2023-05-29 10:45:03+00:00,12067,271,,16,PT3M6S,hd,true,Monday,0 days 00:03:06,38,22.45794315074169,1.3259302229220187,63
66,3XbipIKGNv4,Science ABC,The Doppler Effect: Visualizing Sound Waves and Frequency Changes,"In this captivating video, we delve into the mesmerizing world of the Doppler effect and explore how sound waves visually transform as they move through space. Watch as we visualize the journey of sound waves, represented by expanding rings originating from a stationary source, and discover the intriguing phenomenon behind the change in frequency when the source starts to move.

#DopplerEffect #SoundWaves #VisualizingSound #PhysicsExplained","['sound waves', 'rings', 'visualizing', 'crest', 'symmetrical pattern', 'sound source', 'stationary', 'moving', 'squashed together', 'frequency', 'observer', 'ambulance', 'police siren', 'Doppler effect']",2023-05-26 10:45:00+00:00,36791,1687,,20,PT43S,hd,true,Friday,0 days 00:00:43,14,45.853605501345434,0.543611209263135,65
67,_sjdVkE1WIA,Science ABC,Thirst: Nature’s Cue for Hydration and Health,"Stay hydrated! In this enlightening YouTube Short, we delve into the fascinating world of hydration and its crucial role in maintaining a healthy balance within your body. Join us as we explore the conscious drive to drink water when feeling dehydrated, and how land-based creatures ensure the equilibrium of water and salts. Discover why water is the essential solvent for life, allowing the molecules in your body to float and carry out vital chemical reactions. From sweating and excreting waste to the simple act of breathing, learn how your body continually loses water and why it's important to replenish it. Quench your thirst for knowledge and dive into the science of maintaining homeostasis with every sip of water.

#HydrationMatters #WaterBalance #StayHydrated #BodyChemistry #HomeostasisExplained #QuenchYourThirst #EssentialSolvent #FluidBalance #HealthyLiving #HydrationScience #WaterIsLife #StayRefreshed #StayHealthy #SweatAndHydrate #BreatheAndReplenish #ThirstQuencher","['dehydration', 'source of water', 'conscious drive', 'land-based creatures', 'healthy balance', 'water and salts', 'essential solvent', 'molecules of the body', 'chemical reactions', 'fluid in cells', 'maintaining homeostasis', 'losing water', 'sweating', 'panting', 'peeing', 'excreting water', 'breathing', 'quenching thirst']",2023-05-24 10:45:02+00:00,1782,80,,2,PT46S,hd,true,Wednesday,0 days 00:00:46,18,44.893378226711555,1.122334455667789,45
68,9WQBhe18usk,Science ABC,The Gravity Turn: Harnessing Gravity To Keep Rockets on Track,"Discover the hidden secrets of rocket launches in this fascinating YouTube Shorts video! Have you ever wondered why rockets don't maintain a straight trajectory all the way up? Join us as we unravel the mystery behind the gravity turn, a flight maneuver employed by rockets that offers incredible benefits. Learn how gravity is harnessed to save rocket fuel and minimize aerodynamic stress, while ensuring the rocket reaches its desired trajectory. Get ready to explore the science behind rocket launches and unveil the secrets of the gravity turn! #RocketScience #GravityTurn #SpaceExploration","['rocket launch', 'gravity turn', 'trajectory optimization', 'rocket fuel', 'aerodynamic stress', 'liftoff', 'vertical', 'lateral', 'flight maneuver', 'space exploration', 'exhaust nozzles', 'thrust direction', 'rocket science']",2023-05-22 10:42:50+00:00,2611,99,,5,PT52S,hd,true,Monday,0 days 00:00:52,13,37.91650708540789,1.9149751053236308,61
69,whDKYr6IoFc,Science ABC,What is Amygdala? The Reason Behind Fear and Attraction,"Welcome to our mind-bending exploration of the Amygdala, the brain's fascinating almond-shaped powerhouse! 🧠💡

In this captivating video, we dive deep into the realms of fear, anxiety, aggression, sexual attraction, and pleasure—all driven by the incredible Amygdala. Discover how this tiny but mighty structure influences your emotions and instincts, shaping your experiences in profound ways. 🌪️🔥💕

Ever wondered why your heart races during a horror movie or why you feel a rush when standing on the edge of a cliff? The answer lies within the Amygdala, triggering those primal fear responses. But that's not all—the Amygdala also acts as your built-in spy sense, playing a role in the chemistry of attraction. It adds a touch of mystery and excitement to the feelings you have for someone special. 🕵️❤️

Join us on an awe-inspiring journey as we unravel the secrets of this remarkable brain structure. From unraveling the mysteries of fear to understanding the science behind desire, we'll take you on an unforgettable adventure through the inner workings of your mind. Prepare to be amazed! 🚀🔓💭

Don't miss out on this mind-expanding exploration of the Amygdala—your ticket to unlocking the hidden forces that shape your fears, pleasures, and everything in between. Hit that play button and let the journey begin! 🎥🔍

#Amygdala #FearAndDesire #MindPower #ScienceOfEmotions #UnleashYourMind","['Amygdala', 'fear', 'anxiety', 'aggression', 'sexual attraction', 'pleasure', 'horror movie', 'cliff', 'spy sense', 'brain', 'emotions', 'instincts', 'attraction', 'secrets', 'power', 'science']",2023-05-19 10:45:05+00:00,15056,598,,10,PT24S,hd,true,Friday,0 days 00:00:24,16,39.71838469713071,0.6641870350690755,55
70,wrHtfx-hyS8,Science ABC,"Understanding Ohm’s Law: Exploring Voltage, Current, and Resistance","In this informative video, we dive deep into the fundamental concepts of electrical circuits. Join us as we unravel the mysteries of current, voltage, and resistance. Learn how current is measured in Amperes (amps), the potential difference in volts, and the resistance in ohms. By drawing parallels to the flow of water through a pipe, we simplify these concepts, equating water pressure to voltage and the volume of water to amperage. Discover the significance of resistance, akin to friction in the pipe, hindering the flow of current. We also explore Ohm's Law, a cornerstone of electricity, which mathematically relates voltage, current, and resistance. Find out how this law highlights the proportional relationship between current and voltage. Join us on this journey of understanding electrical basics, as we demystify amps, volts, and ohms. Watch now and grasp the core principles that underpin the world of electrical circuits!

#ElectricalCircuits #AmpsAndVolts #OhmsLaw #ElectricityBasics #CurrentFlow #VoltageExplained #ResistanceMatters #ElectricalConcepts #OhmsLawSimplified #UnderstandingAmps #MasteringVolts #ElectricalFundamentals #CircuitTheory #ElectricalEngineering #PowerofOhmsLaw #ExploringElectronics","['current', 'circuit', 'Amperes', 'amps', 'potential difference', 'volts', 'resistance', 'ohms', 'flow of water', 'water pressure', 'volume of water', 'electrical law', ""Ohm's law"", 'relationship', 'proportional', 'electrical concepts', 'basics', 'simplified', 'fundamentals.']",2023-05-17 10:45:03+00:00,74433,3079,,16,PT57S,hd,true,Wednesday,0 days 00:00:57,19,41.36606075262316,0.2149584189808284,67
71,eWUAB194qhU,Science ABC,Lymphatic System Explained In Simple Words,"The lymphatic system consists of a complex network of lymphatic vessels, glands or nodes, and organs, such as the spleen and thymus, extending throughout the body. Through it flows a fluid called lymph. The lymphatic system has three main functions. 1. It returns excess body fluid back to the blood circulation. 2. It helps the immune system detect pathogens and mount an immune response. 3. It aids in fat absorption.

#lymphaticsystem #science #lymph #lymphaticdrainage #circulation

References:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5922450/
https://royalsocietypublishing.org/doi/10.1098/rsif.2011.0751
https://www.ahajournals.org/doi/10.1161/CIRCRESAHA.115.306544

Chapters:
0:00 - Introduction
0:39 - What is the lymphatic system?
0:54 - Lymphatic system returns excess body fluid back to the bloodstream
2:30 - How does lymph move through the body without a heart?
3:00 - Lymphatic system helps the immune system
4:13 - Lymphatic system helps absorb fats from the digestive system

If you wish to buy/license this video, please write to us at admin@scienceabc.com.

Voice Over Artist: John Staughton ( https://www.fiverr.com/jswildwood )

SUBSCRIBE to get more such science videos! 
https://www.youtube.com/channel/UCcN3IuIAR6Fn74FWMQf6lFA?sub_confirmation=1

Follow us on Twitter! 
https://twitter.com/abc_science

Follow us on Facebook!
https://facebook.com/sciabc


Follow us on Instagram!
https://www.instagram.com/scienceabcofficial/ 

Follow us on LinkedIn!
https://www.linkedin.com/company/scienceabc

Follow our Website!
https://www.scienceabc.com","['lymphatic system', 'lymphatic vessels', 'ymph', 'lymphatic trunks', 'lymphatic duct', 'thoracic duct', 'thymus', 'spleen', 'circulatory system', 'blood', 'glands', 'nodes', 'organs', 'bloodstream', 'excess body fluid', 'capillaries', 'leaky', 'nutrients', 'oxygen', 'fluid plasma', 'water', 'gasses', 'ions', 'proteins', 'l veins', 'swelling', 'immune system', 'bacteria', 'lymph nodes', 'macrophages', 'dendritic cells', 'lymphocytes', 'B-cells', 'T-cells', 'immune cells', 'infections', 'throat infection', 'swollen glands', 'absorbing digested fats', 'salts', 'exercise']",2023-05-15 10:45:02+00:00,96441,2222,,33,PT4M54S,hd,true,Monday,0 days 00:04:54,41,23.039993363818294,0.3421781192646281,42
72,dz-6rSxtZK0,Science ABC,Arteries vs Veins: What’s the Difference?,"In this video, we explore the fascinating world of arteries and veins and how they help transport blood throughout the body. Did you know that arteries carry mostly oxygenated blood, but there are two exceptions? Or that veins have valves to prevent backflow? Join us as we dive deeper into the science of blood vessels and how they contribute to our overall health.

#Arteries #Veins #BloodFlow #PulmonaryArtery #UmbilicalArtery #Valves #Science #Health #Anatomy #Physiology #MedicalEducation #Biology #HumanBody #BloodVessels #Oxygenation #Deoxygenation #HeartHealth #Circulation","['arteries', 'veins', 'blood vessels', 'blood flow', 'pulmonary artery', 'umbilical artery', 'valves', 'science', 'health', 'anatomy', 'physiology', 'medical education', 'biology', 'human body', 'oxygenation', 'deoxygenation', 'heart health', 'circulation', 'cardiovascular system', 'transport', 'red blood cells', 'oxygen', 'carbon dioxide', 'fetal development']",2023-05-12 10:45:02+00:00,60049,2990,,17,PT42S,hd,true,Friday,0 days 00:00:42,24,49.79266932005529,0.2831021332578394,41
73,MbPrXOp2qq0,Science ABC,How Buoyancy Works: The Science Behind Floating in Water Explained!,"Have you ever wondered why you float in water? This video delves into the fascinating science behind buoyancy, the upward force that allows objects to float in a fluid. You’ll learn about the factors contributing to buoyancy, including water pressure and density, and how the buoyant force is calculated. We’ll also discuss how buoyancy is related to the weight of an object and the amount of fluid it displaces. Whether you’re a science enthusiast or just curious about why you don’t sink in the pool, this video will give you a clear understanding of the principles of buoyancy. #buoyancy #physics #scienceexplained #floating #waterpressure #fluidmechanics #weight #density #upwardforce #displacedfluid #swimming #poolscience #educational #sciencefacts #STEMeducation #learning #curiosity #funfacts #sciencevideos #YouTubeScience #science101","['buoyancy', 'physics', 'floating', 'water pressure', 'fluid mechanics', 'weight', 'density', 'upward force', 'displaced fluid', 'swimming', 'pool science', 'STEM education', 'learning', 'science videos', 'YouTube science', 'educational', 'science facts']",2023-05-10 10:45:01+00:00,61059,1858,,26,PT1M,hd,true,Wednesday,0 days 00:01:00,17,30.429584500237475,0.42581765177942643,67
